CaseID,ActivityID,CompleteTimestamp,attribute1,attribute2,attribute3,attribute4,attribute5
Case No. 364,0,2018/07/08 13:41:21,2,2,3,3,3
Case No. 364,0,2018/07/08 13:50:12,2,2,3,3,3
Case No. 364,0,2018/07/08 14:02:05,2,2,3,3,3
Case No. 364,0,2018/07/08 14:21:31,2,2,3,3,3
Case No. 364,0,2018/07/08 14:37:50,2,2,3,3,3
Case No. 364,6,2018/07/08 14:50:54,0,2,3,3,3
Case No. 365,0,2018/07/08 15:02:57,0,1,3,3,3
Case No. 365,1,2018/07/08 15:18:35,0,2,3,3,3
Case No. 365,2,2018/07/08 15:25:31,2,2,1,3,3
Case No. 365,7,2018/07/08 15:36:08,3,2,3,3,3
Case No. 365,0,2018/07/08 15:42:16,2,2,3,3,3
Case No. 365,0,2018/07/08 16:01:06,2,2,3,3,3
Case No. 365,0,2018/07/08 16:23:46,2,2,3,3,3
Case No. 365,0,2018/07/08 16:24:31,2,2,3,3,3
Case No. 365,0,2018/07/08 16:40:29,2,2,3,3,3
Case No. 365,0,2018/07/08 16:41:33,2,2,3,3,3
Case No. 365,0,2018/07/08 16:53:18,2,2,3,3,3
Case No. 365,0,2018/07/08 17:03:39,2,2,3,3,3
Case No. 365,0,2018/07/08 17:12:14,2,2,3,3,3
Case No. 365,0,2018/07/08 17:43:06,2,2,3,3,3
Case No. 365,0,2018/07/08 17:56:39,2,2,3,3,3
Case No. 365,0,2018/07/08 18:06:56,2,2,3,3,3
Case No. 365,0,2018/07/08 18:15:43,2,2,3,3,3
Case No. 365,0,2018/07/08 18:23:06,2,2,3,3,3
Case No. 365,0,2018/07/08 18:31:55,2,2,3,3,3
Case No. 365,6,2018/07/08 18:35:33,0,2,3,3,3
Case No. 366,0,2018/07/08 19:10:03,0,0,3,3,3
Case No. 366,1,2018/07/08 19:15:16,0,2,3,3,3
Case No. 366,2,2018/07/08 19:20:38,2,2,1,3,3
Case No. 366,7,2018/07/08 19:53:43,3,2,3,3,3
Case No. 366,0,2018/07/08 20:16:14,2,2,3,3,3
Case No. 366,0,2018/07/08 20:20:06,2,2,3,3,3
Case No. 366,0,2018/07/08 20:22:51,2,2,3,3,3
Case No. 366,0,2018/07/08 20:27:07,2,2,3,3,3
Case No. 366,0,2018/07/08 20:50:31,2,2,3,3,3
Case No. 366,0,2018/07/08 21:04:25,2,2,3,3,3
Case No. 366,0,2018/07/08 21:32:18,2,2,3,3,3
Case No. 366,0,2018/07/08 21:37:21,2,2,3,3,3
Case No. 366,0,2018/07/08 21:45:05,2,2,3,3,3
Case No. 366,0,2018/07/08 21:46:12,2,2,3,3,3
Case No. 366,0,2018/07/08 21:47:30,2,2,3,3,3
Case No. 366,0,2018/07/08 21:52:39,2,2,3,3,3
Case No. 366,0,2018/07/08 21:59:04,2,2,3,3,3
Case No. 366,0,2018/07/08 22:01:52,2,2,3,3,3
Case No. 366,0,2018/07/08 22:20:44,2,2,3,3,3
Case No. 366,6,2018/07/08 22:24:26,0,2,3,3,3
Case No. 367,0,2018/07/08 23:25:51,0,3,3,3,3
Case No. 367,1,2018/07/08 23:46:30,0,2,3,3,3
Case No. 367,2,2018/07/08 23:46:34,2,2,1,3,3
Case No. 367,7,2018/07/09 00:03:55,3,2,3,3,3
Case No. 367,0,2018/07/09 00:31:16,2,2,3,3,3
Case No. 367,0,2018/07/09 00:44:36,2,2,3,3,3
Case No. 367,0,2018/07/09 00:54:31,2,2,3,3,3
Case No. 367,0,2018/07/09 01:08:10,2,2,3,3,3
Case No. 367,0,2018/07/09 01:11:38,2,2,3,3,3
Case No. 367,0,2018/07/09 01:13:07,2,2,3,3,3
Case No. 367,0,2018/07/09 01:45:27,2,2,3,3,3
Case No. 367,0,2018/07/09 01:59:09,2,2,3,3,3
Case No. 367,0,2018/07/09 02:03:19,2,2,3,3,3
Case No. 367,0,2018/07/09 02:25:27,2,2,3,3,3
Case No. 367,0,2018/07/09 02:27:10,2,2,3,3,3
Case No. 367,0,2018/07/09 02:30:33,2,2,3,3,3
Case No. 367,0,2018/07/09 02:30:39,2,2,3,3,3
Case No. 367,0,2018/07/09 02:37:14,2,2,3,3,3
Case No. 367,0,2018/07/09 02:42:45,2,2,3,3,3
Case No. 367,6,2018/07/09 02:52:26,0,2,3,3,3
Case No. 368,0,2018/07/09 02:54:36,0,3,3,2,3
Case No. 368,1,2018/07/09 03:03:34,0,2,3,3,3
Case No. 368,2,2018/07/09 03:28:25,2,2,1,3,3
Case No. 368,7,2018/07/09 03:40:36,3,2,3,3,3
Case No. 368,0,2018/07/09 03:40:51,2,2,3,3,3
Case No. 368,0,2018/07/09 03:57:25,2,2,3,3,3
Case No. 368,0,2018/07/09 04:30:01,2,2,3,3,3
Case No. 368,0,2018/07/09 04:42:09,2,2,3,3,3
Case No. 368,0,2018/07/09 05:02:50,2,2,3,3,3
Case No. 368,0,2018/07/09 05:03:07,2,2,3,3,3
Case No. 368,0,2018/07/09 05:06:10,2,2,3,3,3
Case No. 368,0,2018/07/09 05:20:42,2,2,3,3,3
Case No. 368,0,2018/07/09 05:28:17,2,2,3,3,3
Case No. 368,0,2018/07/09 05:36:26,2,2,3,3,3
Case No. 368,0,2018/07/09 05:53:02,2,2,3,3,3
Case No. 368,0,2018/07/09 06:03:27,2,2,3,3,3
Case No. 368,0,2018/07/09 06:10:15,2,2,3,3,3
Case No. 368,0,2018/07/09 06:13:30,2,2,3,3,3
Case No. 368,0,2018/07/09 06:26:24,2,2,3,3,3
Case No. 368,6,2018/07/09 06:40:36,0,2,3,3,3
Case No. 369,0,2018/07/09 07:09:31,0,2,3,1,3
Case No. 369,1,2018/07/09 07:09:45,0,2,3,3,3
Case No. 369,2,2018/07/09 07:24:36,2,2,1,3,3
Case No. 369,7,2018/07/09 07:45:46,3,2,3,3,3
Case No. 369,0,2018/07/09 08:02:01,2,2,3,3,3
Case No. 369,0,2018/07/09 08:25:24,2,2,3,3,3
Case No. 369,0,2018/07/09 08:29:38,2,2,3,3,3
Case No. 369,0,2018/07/09 08:32:24,2,2,3,3,3
Case No. 369,0,2018/07/09 09:15:36,2,2,3,3,3
Case No. 369,0,2018/07/09 09:15:48,2,2,3,3,3
Case No. 369,0,2018/07/09 09:40:59,2,2,3,3,3
Case No. 369,0,2018/07/09 10:00:23,2,2,3,3,3
Case No. 369,0,2018/07/09 10:02:10,2,2,3,3,3
Case No. 369,0,2018/07/09 10:09:36,2,2,3,3,3
Case No. 369,0,2018/07/09 10:09:43,2,2,3,3,3
Case No. 369,0,2018/07/09 10:17:57,2,2,3,3,3
Case No. 369,0,2018/07/09 10:25:59,2,2,3,3,3
Case No. 369,0,2018/07/09 10:29:23,2,2,3,3,3
Case No. 369,0,2018/07/09 10:34:10,2,2,3,3,3
Case No. 369,6,2018/07/09 10:42:35,0,2,3,3,3
Case No. 370,0,2018/07/09 10:57:20,0,1,3,1,3
Case No. 370,1,2018/07/09 11:00:47,0,2,3,3,3
Case No. 370,2,2018/07/09 11:03:03,2,2,1,3,3
Case No. 370,7,2018/07/09 11:03:33,3,2,3,3,3
Case No. 370,0,2018/07/09 11:08:41,2,2,3,3,3
Case No. 370,0,2018/07/09 11:09:26,2,2,3,3,3
Case No. 370,0,2018/07/09 11:26:53,2,2,3,3,3
Case No. 370,0,2018/07/09 11:27:50,2,2,3,3,3
Case No. 370,0,2018/07/09 12:04:53,2,2,3,3,3
Case No. 370,0,2018/07/09 12:16:46,2,2,3,3,3
Case No. 370,0,2018/07/09 12:23:50,2,2,3,3,3
Case No. 370,0,2018/07/09 12:24:42,2,2,3,3,3
Case No. 370,0,2018/07/09 12:29:20,2,2,3,3,3
Case No. 370,0,2018/07/09 12:52:11,2,2,3,3,3
Case No. 370,0,2018/07/09 12:57:47,2,2,3,3,3
Case No. 370,0,2018/07/09 13:03:26,2,2,3,3,3
Case No. 370,0,2018/07/09 13:10:20,2,2,3,3,3
Case No. 370,0,2018/07/09 14:17:14,2,2,3,3,3
Case No. 370,0,2018/07/09 14:25:58,2,2,3,3,3
Case No. 370,6,2018/07/09 14:27:38,0,2,3,3,3
Case No. 371,0,2018/07/09 14:53:15,0,0,3,1,3
Case No. 371,1,2018/07/09 14:57:07,0,2,3,3,3
Case No. 371,2,2018/07/09 15:08:24,2,2,1,3,3
Case No. 371,7,2018/07/09 15:25:38,3,2,3,3,3
Case No. 371,0,2018/07/09 15:30:30,2,2,3,3,3
Case No. 371,0,2018/07/09 15:37:43,2,2,3,3,3
Case No. 371,0,2018/07/09 15:56:11,2,2,3,3,3
Case No. 371,0,2018/07/09 16:21:58,2,2,3,3,3
Case No. 371,0,2018/07/09 16:26:52,2,2,3,3,3
Case No. 371,0,2018/07/09 16:52:21,2,2,3,3,3
Case No. 371,0,2018/07/09 16:55:53,2,2,3,3,3
Case No. 371,0,2018/07/09 16:58:05,2,2,3,3,3
Case No. 371,0,2018/07/09 17:15:14,2,2,3,3,3
Case No. 371,0,2018/07/09 17:22:19,2,2,3,3,3
Case No. 371,0,2018/07/09 17:35:16,2,2,3,3,3
Case No. 371,0,2018/07/09 17:38:19,2,2,3,3,3
Case No. 371,0,2018/07/09 18:03:53,2,2,3,3,3
Case No. 371,0,2018/07/09 18:20:23,2,2,3,3,3
Case No. 371,0,2018/07/09 18:23:43,2,2,3,3,3
Case No. 371,6,2018/07/09 18:25:25,0,2,3,3,3
Case No. 372,0,2018/07/09 18:56:19,0,3,3,1,3
Case No. 372,1,2018/07/09 19:17:10,0,2,3,3,3
Case No. 372,2,2018/07/09 19:28:33,2,2,1,3,3
Case No. 372,7,2018/07/09 20:22:33,3,2,3,3,3
Case No. 372,0,2018/07/09 20:28:14,2,2,3,3,3
Case No. 372,0,2018/07/09 20:32:27,2,2,3,3,3
Case No. 372,0,2018/07/09 20:35:50,2,2,3,3,3
Case No. 372,0,2018/07/09 20:38:13,2,2,3,3,3
Case No. 372,0,2018/07/09 20:42:38,2,2,3,3,3
Case No. 372,0,2018/07/09 20:48:33,2,2,3,3,3
Case No. 372,0,2018/07/09 20:50:05,2,2,3,3,3
Case No. 372,0,2018/07/09 20:50:13,2,2,3,3,3
Case No. 372,0,2018/07/09 20:52:59,2,2,3,3,3
Case No. 372,0,2018/07/09 21:35:04,2,2,3,3,3
Case No. 372,0,2018/07/09 21:53:04,2,2,3,3,3
Case No. 372,0,2018/07/09 22:11:32,2,2,3,3,3
Case No. 372,0,2018/07/09 22:21:24,2,2,3,3,3
Case No. 372,0,2018/07/09 22:32:36,2,2,3,3,3
Case No. 372,0,2018/07/09 22:34:12,2,2,3,3,3
Case No. 372,6,2018/07/09 22:34:16,0,2,3,3,3
Case No. 373,0,2018/07/09 22:54:51,0,0,3,2,3
Case No. 373,1,2018/07/09 23:09:50,0,2,3,3,3
Case No. 373,2,2018/07/09 23:17:38,2,2,1,3,3
Case No. 373,7,2018/07/09 23:24:29,3,2,3,3,3
Case No. 373,0,2018/07/10 00:00:17,2,2,3,3,3
Case No. 373,0,2018/07/10 00:08:53,2,2,3,3,3
Case No. 373,0,2018/07/10 00:18:46,2,2,3,3,3
Case No. 373,0,2018/07/10 00:31:36,2,2,3,3,3
Case No. 373,0,2018/07/10 00:36:12,2,2,3,3,3
Case No. 373,0,2018/07/10 00:40:46,2,2,3,3,3
Case No. 373,0,2018/07/10 00:57:47,2,2,3,3,3
Case No. 373,0,2018/07/10 01:16:52,2,2,3,3,3
Case No. 373,0,2018/07/10 01:24:16,2,2,3,3,3
Case No. 373,0,2018/07/10 01:27:02,2,2,3,3,3
Case No. 373,0,2018/07/10 01:36:05,2,2,3,3,3
Case No. 373,0,2018/07/10 01:53:40,2,2,3,3,3
Case No. 373,0,2018/07/10 01:57:11,2,2,3,3,3
Case No. 373,0,2018/07/10 02:09:55,2,2,3,3,3
Case No. 373,0,2018/07/10 02:38:11,2,2,3,3,3
Case No. 373,6,2018/07/10 02:47:05,0,2,3,3,3
Case No. 374,0,2018/07/10 03:11:43,0,2,3,2,3
Case No. 374,1,2018/07/10 03:14:12,0,2,3,3,3
Case No. 374,2,2018/07/10 03:21:22,2,2,1,3,3
Case No. 374,7,2018/07/10 03:24:43,3,2,3,3,3
Case No. 374,0,2018/07/10 03:35:15,2,2,3,3,3
Case No. 374,0,2018/07/10 03:45:30,2,2,3,3,3
Case No. 374,0,2018/07/10 04:13:48,2,2,3,3,3
Case No. 374,0,2018/07/10 04:28:38,2,2,3,3,3
Case No. 374,0,2018/07/10 04:47:42,2,2,3,3,3
Case No. 374,0,2018/07/10 05:03:15,2,2,3,3,3
Case No. 374,0,2018/07/10 05:22:45,2,2,3,3,3
Case No. 374,0,2018/07/10 05:37:08,2,2,3,3,3
Case No. 374,0,2018/07/10 05:45:34,2,2,3,3,3
Case No. 374,0,2018/07/10 05:46:35,2,2,3,3,3
Case No. 374,0,2018/07/10 05:51:04,2,2,3,3,3
Case No. 374,0,2018/07/10 06:04:40,2,2,3,3,3
Case No. 374,0,2018/07/10 06:16:31,2,2,3,3,3
Case No. 374,0,2018/07/10 06:28:32,2,2,3,3,3
Case No. 374,0,2018/07/10 06:31:39,2,2,3,3,3
Case No. 374,6,2018/07/10 06:40:42,0,2,3,3,3
Case No. 375,0,2018/07/10 06:53:13,0,2,3,0,3
Case No. 375,1,2018/07/10 06:56:43,0,2,3,3,3
Case No. 375,2,2018/07/10 07:04:31,2,2,1,3,3
Case No. 375,7,2018/07/10 07:12:19,3,2,3,3,3
Case No. 375,0,2018/07/10 07:18:36,2,2,3,3,3
Case No. 375,0,2018/07/10 07:22:24,2,2,3,3,3
Case No. 375,0,2018/07/10 07:26:18,2,2,3,3,3
Case No. 375,0,2018/07/10 08:05:26,2,2,3,3,3
Case No. 375,0,2018/07/10 08:10:57,2,2,3,3,3
Case No. 375,0,2018/07/10 08:29:10,2,2,3,3,3
Case No. 375,0,2018/07/10 08:52:59,2,2,3,3,3
Case No. 375,0,2018/07/10 08:53:25,2,2,3,3,3
Case No. 375,0,2018/07/10 09:12:15,2,2,3,3,3
Case No. 375,0,2018/07/10 09:38:52,2,2,3,3,3
Case No. 375,0,2018/07/10 09:46:18,2,2,3,3,3
Case No. 375,0,2018/07/10 09:55:15,2,2,3,3,3
Case No. 375,0,2018/07/10 10:14:55,2,2,3,3,3
Case No. 375,0,2018/07/10 10:31:59,2,2,3,3,3
Case No. 375,0,2018/07/10 10:45:53,2,2,3,3,3
Case No. 375,6,2018/07/10 10:52:44,0,2,3,3,3
Case No. 376,0,2018/07/10 11:02:14,0,1,3,0,3
Case No. 376,1,2018/07/10 12:21:46,0,2,3,3,3
Case No. 376,2,2018/07/10 12:24:53,2,2,1,3,3
Case No. 376,7,2018/07/10 12:29:58,3,2,3,3,3
Case No. 376,0,2018/07/10 12:36:43,2,2,3,3,3
Case No. 376,0,2018/07/10 12:43:29,2,2,3,3,3
Case No. 376,0,2018/07/10 12:52:23,2,2,3,3,3
Case No. 376,0,2018/07/10 12:53:37,2,2,3,3,3
Case No. 376,0,2018/07/10 13:16:36,2,2,3,3,3
Case No. 376,0,2018/07/10 13:19:23,2,2,3,3,3
Case No. 376,0,2018/07/10 13:19:56,2,2,3,3,3
Case No. 376,0,2018/07/10 13:27:30,2,2,3,3,3
Case No. 376,0,2018/07/10 13:31:17,2,2,3,3,3
Case No. 376,0,2018/07/10 13:53:38,2,2,3,3,3
Case No. 376,0,2018/07/10 14:01:48,2,2,3,3,3
Case No. 376,0,2018/07/10 14:06:34,2,2,3,3,3
Case No. 376,0,2018/07/10 14:08:41,2,2,3,3,3
Case No. 376,0,2018/07/10 14:09:04,2,2,3,3,3
Case No. 376,0,2018/07/10 14:16:41,2,2,3,3,3
Case No. 376,6,2018/07/10 14:48:45,0,2,3,3,3
Case No. 377,0,2018/07/10 15:12:26,0,1,3,2,3
Case No. 377,1,2018/07/10 15:24:03,0,2,3,3,3
Case No. 377,2,2018/07/10 15:43:41,2,2,1,3,3
Case No. 377,7,2018/07/10 16:09:47,3,2,3,3,3
Case No. 377,0,2018/07/10 16:25:48,2,2,3,3,3
Case No. 377,0,2018/07/10 16:30:50,2,2,3,3,3
Case No. 377,0,2018/07/10 16:48:06,2,2,3,3,3
Case No. 377,0,2018/07/10 16:50:36,2,2,3,3,3
Case No. 377,0,2018/07/10 16:58:20,2,2,3,3,3
Case No. 377,0,2018/07/10 17:03:22,2,2,3,3,3
Case No. 377,0,2018/07/10 17:14:19,2,2,3,3,3
Case No. 377,0,2018/07/10 17:25:16,2,2,3,3,3
Case No. 377,0,2018/07/10 17:39:33,2,2,3,3,3
Case No. 377,0,2018/07/10 17:43:12,2,2,3,3,3
Case No. 377,0,2018/07/10 17:50:36,2,2,3,3,3
Case No. 377,0,2018/07/10 17:54:20,2,2,3,3,3
Case No. 377,0,2018/07/10 17:58:29,2,2,3,3,3
Case No. 377,0,2018/07/10 18:08:38,2,2,3,3,3
Case No. 377,0,2018/07/10 18:41:31,2,2,3,3,3
Case No. 377,6,2018/07/10 18:50:39,0,2,3,3,3
Case No. 378,0,2018/07/10 19:04:55,0,3,3,0,3
Case No. 378,1,2018/07/10 19:15:27,0,2,3,3,3
Case No. 378,2,2018/07/10 19:18:02,2,2,1,3,3
Case No. 378,7,2018/07/10 19:24:34,3,2,3,3,3
Case No. 378,0,2018/07/10 19:30:16,2,2,3,3,3
Case No. 378,0,2018/07/10 19:44:07,2,2,3,3,3
Case No. 378,0,2018/07/10 19:57:45,2,2,3,3,3
Case No. 378,0,2018/07/10 20:00:02,2,2,3,3,3
Case No. 378,0,2018/07/10 21:08:04,2,2,3,3,3
Case No. 378,0,2018/07/10 21:22:17,2,2,3,3,3
Case No. 378,0,2018/07/10 21:35:49,2,2,3,3,3
Case No. 378,0,2018/07/10 21:43:35,2,2,3,3,3
Case No. 378,0,2018/07/10 21:51:52,2,2,3,3,3
Case No. 378,0,2018/07/10 21:54:58,2,2,3,3,3
Case No. 378,0,2018/07/10 22:20:01,2,2,3,3,3
Case No. 378,0,2018/07/10 22:21:02,2,2,3,3,3
Case No. 378,0,2018/07/10 22:21:05,2,2,3,3,3
Case No. 378,0,2018/07/10 22:33:09,2,2,3,3,3
Case No. 378,0,2018/07/10 22:47:05,2,2,3,3,3
Case No. 378,6,2018/07/10 22:52:43,0,2,3,3,3
Case No. 379,6,2018/07/06 10:52:47,0,2,1,1,1
Case No. 379,0,2018/07/06 10:53:07,0,2,3,1,1
Case No. 379,4,2018/07/06 10:55:48,3,1,1,1,1
Case No. 379,7,2018/07/06 10:56:49,2,2,1,0,1
Case No. 379,6,2018/07/06 10:58:15,0,1,1,1,0
Case No. 379,7,2018/07/06 11:07:53,0,2,1,1,0
Case No. 379,2,2018/07/06 11:11:23,1,2,1,1,1
Case No. 379,6,2018/07/06 11:45:55,3,2,2,0,1
Case No. 379,7,2018/07/06 12:33:27,3,2,1,1,1
Case No. 379,0,2018/07/06 12:40:09,3,1,1,1,1
Case No. 379,0,2018/07/06 12:49:10,0,2,1,1,1
Case No. 379,6,2018/07/06 12:49:53,1,1,1,1,1
Case No. 379,1,2018/07/06 13:07:56,3,2,1,2,1
Case No. 379,4,2018/07/06 13:15:55,0,2,1,1,1
Case No. 379,1,2018/07/06 13:25:29,0,1,1,1,1
Case No. 379,7,2018/07/06 13:29:05,0,1,3,1,1
Case No. 379,3,2018/07/06 13:30:07,0,2,3,1,1
Case No. 379,4,2018/07/06 14:04:45,0,2,1,2,1
Case No. 379,1,2018/07/06 14:05:13,0,2,3,1,1
Case No. 379,1,2018/07/06 14:31:40,0,2,3,0,1
Case No. 380,0,2018/07/06 15:15:49,0,2,3,1,1
Case No. 380,1,2018/07/06 15:16:06,0,2,1,1,1
Case No. 380,2,2018/07/06 15:26:15,2,2,1,1,1
Case No. 380,1,2018/07/06 15:37:54,2,3,3,2,1
Case No. 380,1,2018/07/06 15:43:51,2,3,3,3,3
Case No. 380,1,2018/07/06 16:11:29,1,2,1,0,1
Case No. 380,3,2018/07/06 16:20:45,1,2,1,1,1
Case No. 380,6,2018/07/06 16:37:18,0,2,1,1,1
Case No. 380,1,2018/07/06 16:50:15,1,2,1,1,1
Case No. 380,1,2018/07/06 16:50:16,2,2,1,1,1
Case No. 380,3,2018/07/06 16:53:27,1,1,1,1,1
Case No. 380,6,2018/07/06 17:23:23,2,2,1,1,1
Case No. 380,1,2018/07/06 17:26:12,3,2,1,0,2
Case No. 380,0,2018/07/06 18:09:08,3,2,1,1,1
Case No. 380,6,2018/07/06 18:11:49,3,2,1,1,1
Case No. 380,0,2018/07/06 18:17:25,3,2,2,1,1
Case No. 380,1,2018/07/06 18:21:03,1,2,1,1,1
Case No. 380,7,2018/07/06 18:29:43,3,2,3,2,0
Case No. 380,0,2018/07/06 18:32:42,3,2,1,0,1
Case No. 380,1,2018/07/06 18:42:22,3,1,1,1,1
Case No. 381,0,2018/07/06 18:57:06,0,2,1,1,1
Case No. 381,6,2018/07/06 19:09:12,0,2,1,1,0
Case No. 381,2,2018/07/06 19:32:01,1,2,1,1,1
Case No. 381,1,2018/07/06 19:36:41,1,2,0,0,0
Case No. 381,1,2018/07/06 19:54:41,3,1,1,0,1
Case No. 381,1,2018/07/06 19:59:24,3,2,1,1,1
Case No. 381,0,2018/07/06 20:13:57,2,2,1,1,1
Case No. 381,6,2018/07/06 20:35:04,3,1,3,1,0
Case No. 381,7,2018/07/06 20:40:31,3,2,3,1,1
Case No. 381,0,2018/07/06 20:56:52,1,2,1,1,1
Case No. 381,1,2018/07/06 21:02:41,1,1,1,1,1
Case No. 381,6,2018/07/06 21:09:43,1,2,1,1,1
Case No. 381,7,2018/07/06 21:18:18,1,2,1,1,1
Case No. 381,1,2018/07/06 21:19:24,2,2,1,1,1
Case No. 381,4,2018/07/06 21:25:16,2,2,1,0,1
Case No. 381,1,2018/07/06 21:26:08,3,2,3,1,1
Case No. 381,1,2018/07/06 21:28:49,2,0,1,3,0
Case No. 381,1,2018/07/06 22:02:49,2,2,1,1,0
Case No. 381,1,2018/07/06 22:19:17,0,2,1,1,1
Case No. 381,1,2018/07/06 22:28:18,3,2,1,1,1
Case No. 382,6,2018/07/06 22:59:02,0,2,1,1,1
Case No. 382,0,2018/07/06 23:02:32,0,2,1,1,1
Case No. 382,1,2018/07/06 23:06:10,2,2,0,1,1
Case No. 382,6,2018/07/06 23:19:46,1,2,1,1,1
Case No. 382,4,2018/07/06 23:20:35,1,0,0,1,1
Case No. 382,6,2018/07/06 23:36:10,2,2,1,1,1
Case No. 382,1,2018/07/06 23:43:53,2,2,1,1,1
Case No. 382,2,2018/07/06 23:54:29,1,2,1,0,0
Case No. 382,3,2018/07/07 00:11:35,2,0,0,1,1
Case No. 382,0,2018/07/07 00:14:55,2,2,1,1,1
Case No. 382,2,2018/07/07 00:22:42,3,2,1,1,1
Case No. 382,6,2018/07/07 01:37:27,3,2,1,1,1
Case No. 382,6,2018/07/07 01:43:18,3,2,1,1,1
Case No. 382,7,2018/07/07 01:46:32,1,2,1,1,1
Case No. 382,7,2018/07/07 01:54:41,3,2,1,1,1
Case No. 382,2,2018/07/07 01:59:17,2,2,2,1,1
Case No. 382,6,2018/07/07 02:24:40,2,0,2,3,3
Case No. 382,1,2018/07/07 02:34:21,2,2,1,3,2
Case No. 382,6,2018/07/07 02:42:35,3,2,1,1,0
Case No. 382,1,2018/07/07 02:42:48,0,2,1,1,1
Case No. 383,0,2018/07/07 02:54:40,0,2,1,1,1
Case No. 383,1,2018/07/07 02:58:50,0,2,1,1,3
Case No. 383,0,2018/07/07 02:59:31,3,2,2,1,0
Case No. 383,7,2018/07/07 03:09:48,1,1,1,1,0
Case No. 383,2,2018/07/07 03:15:21,3,1,1,2,3
Case No. 383,6,2018/07/07 03:19:26,1,2,3,1,0
Case No. 383,7,2018/07/07 03:33:03,3,2,1,1,1
Case No. 383,2,2018/07/07 03:34:11,1,2,1,1,1
Case No. 383,1,2018/07/07 04:07:37,0,2,1,1,1
Case No. 383,1,2018/07/07 04:12:03,1,2,1,1,1
Case No. 383,6,2018/07/07 04:25:18,0,2,1,1,3
Case No. 383,6,2018/07/07 04:27:56,3,2,1,1,1
Case No. 383,1,2018/07/07 04:42:37,3,2,1,1,1
Case No. 383,0,2018/07/07 04:59:25,3,2,2,1,1
Case No. 383,0,2018/07/07 05:08:49,3,3,1,1,1
Case No. 383,0,2018/07/07 05:34:10,3,2,1,1,1
Case No. 383,1,2018/07/07 05:35:00,2,2,3,1,1
Case No. 383,1,2018/07/07 06:16:38,2,2,3,3,1
Case No. 383,3,2018/07/07 06:19:33,0,2,1,1,1
Case No. 383,2,2018/07/07 06:41:55,3,2,1,2,1
Case No. 384,0,2018/07/07 06:59:44,0,2,1,1,1
Case No. 384,6,2018/07/07 07:08:26,3,2,1,2,3
Case No. 384,6,2018/07/07 07:10:49,3,2,2,1,1
Case No. 384,7,2018/07/07 07:15:57,1,1,1,1,1
Case No. 384,2,2018/07/07 07:42:18,3,2,1,1,1
Case No. 384,1,2018/07/07 07:45:08,3,2,2,0,2
Case No. 384,7,2018/07/07 07:46:53,2,2,1,1,1
Case No. 384,7,2018/07/07 07:53:20,2,2,1,1,1
Case No. 384,0,2018/07/07 08:06:38,3,2,1,1,1
Case No. 384,4,2018/07/07 08:07:25,2,2,1,1,1
Case No. 384,3,2018/07/07 08:27:34,3,2,1,1,0
Case No. 384,0,2018/07/07 08:28:23,2,2,0,1,1
Case No. 384,3,2018/07/07 08:42:32,3,3,1,1,1
Case No. 384,7,2018/07/07 09:01:38,1,2,1,1,1
Case No. 384,1,2018/07/07 09:08:36,3,2,1,1,1
Case No. 384,7,2018/07/07 09:54:36,2,2,1,1,1
Case No. 384,7,2018/07/07 10:05:30,3,0,1,0,1
Case No. 384,1,2018/07/07 10:22:36,0,2,1,0,2
Case No. 384,7,2018/07/07 10:33:29,2,2,1,1,1
Case No. 384,6,2018/07/07 10:37:12,0,2,1,1,1
Case No. 385,0,2018/07/07 11:01:13,0,2,0,1,1
Case No. 385,1,2018/07/07 11:16:43,0,2,1,1,1
Case No. 385,6,2018/07/07 11:22:47,0,2,0,1,1
Case No. 385,1,2018/07/07 11:42:39,2,3,1,1,1
Case No. 385,6,2018/07/07 11:49:51,1,3,1,1,0
Case No. 385,4,2018/07/07 12:19:48,3,2,1,1,1
Case No. 385,2,2018/07/07 12:32:55,1,2,1,1,1
Case No. 385,3,2018/07/07 12:54:15,2,2,1,1,1
Case No. 385,2,2018/07/07 13:01:24,3,2,1,0,0
Case No. 385,1,2018/07/07 13:03:14,1,2,1,1,1
Case No. 385,2,2018/07/07 13:16:48,3,3,0,1,1
Case No. 385,7,2018/07/07 13:37:02,3,2,1,1,1
Case No. 385,1,2018/07/07 13:38:13,2,2,1,1,1
Case No. 385,6,2018/07/07 13:46:18,3,2,1,1,1
Case No. 385,3,2018/07/07 13:48:36,3,2,1,1,1
Case No. 385,0,2018/07/07 13:53:16,2,2,1,1,1
Case No. 385,1,2018/07/07 14:09:08,2,1,2,0,1
Case No. 385,1,2018/07/07 14:14:30,3,2,1,0,3
Case No. 385,3,2018/07/07 14:27:03,1,2,1,1,1
Case No. 385,1,2018/07/07 14:38:37,3,2,1,1,1
Case No. 386,0,2018/07/07 14:57:26,0,2,0,1,1
Case No. 386,7,2018/07/07 15:14:15,0,0,1,1,1
Case No. 386,1,2018/07/07 15:14:45,1,2,1,1,0
Case No. 386,3,2018/07/07 15:36:33,2,2,1,0,1
Case No. 386,2,2018/07/07 15:41:05,2,2,1,1,1
Case No. 386,1,2018/07/07 15:58:25,0,2,1,0,0
Case No. 386,1,2018/07/07 16:21:11,2,2,1,1,1
Case No. 386,7,2018/07/07 16:23:39,2,2,1,1,1
Case No. 386,6,2018/07/07 16:34:20,1,2,1,1,1
Case No. 386,6,2018/07/07 17:06:33,2,2,1,1,1
