case,event,startTime,Group
Case_ No. 481,BookAccomodation,2018/03/23 04:28:16.826,G4
Case_ No. 481,CollectTickets,2018/03/23 04:36:10.826,G4
Case_ No. 481,ArchiveDocuments,2018/03/23 04:38:54.826,G4
Case_ No. 481,DoSomething,2018/03/23 04:55:56.826,G4
Case_ No. 481,DoSomething,2018/03/23 05:19:39.826,G4
Case_ No. 481,BookAccomodation,2018/03/23 05:20:51.826,G4
Case_ No. 481,DoSomething,2018/03/23 05:46:50.826,G4
Case_ No. 481,UseTransport,2018/03/23 06:12:16.826,G4
Case_ No. 481,DoSomething,2018/03/23 06:55:53.826,G4
Case_ No. 482,ApplyForTrip,2018/03/23 07:44:52.826,G4
Case_ No. 482,ApproveApplication,2018/03/23 07:55:58.826,G4
Case_ No. 482,BookTransport,2018/03/23 08:07:57.826,G4
Case_ No. 482,BookAccomodation,2018/03/23 08:31:32.826,G4
Case_ No. 482,CollectTickets,2018/03/23 08:37:24.826,G4
Case_ No. 482,ArchiveDocuments,2018/03/23 09:12:54.826,G4
Case_ No. 482,DoSomething,2018/03/23 10:02:32.826,G4
Case_ No. 482,DoSomething,2018/03/23 10:04:30.826,G4
Case_ No. 482,DoSomething,2018/03/23 10:11:19.826,G4
Case_ No. 482,DoSomething,2018/03/23 10:30:58.826,G4
Case_ No. 482,DoSomething,2018/03/23 10:35:22.826,G4
Case_ No. 482,DoSomething,2018/03/23 10:59:59.826,G4
Case_ No. 483,ApplyForTrip,2018/03/23 11:36:10.826,G3
Case_ No. 483,ApproveApplication,2018/03/23 11:46:25.826,G4
Case_ No. 483,BookTransport,2018/03/23 11:55:12.826,G4
Case_ No. 483,BookAccomodation,2018/03/23 12:20:37.826,G4
Case_ No. 483,CollectTickets,2018/03/23 12:21:55.826,G4
Case_ No. 483,ArchiveDocuments,2018/03/23 12:25:43.826,G4
Case_ No. 483,DoSomething,2018/03/23 12:49:17.826,G4
Case_ No. 483,DoSomething,2018/03/23 12:58:31.826,G4
Case_ No. 483,DoSomething,2018/03/23 14:11:51.826,G4
Case_ No. 483,DoSomething,2018/03/23 14:28:49.826,G4
Case_ No. 483,DoSomething,2018/03/23 14:38:33.826,G4
Case_ No. 483,DoSomething,2018/03/23 14:45:21.826,G4
Case_ No. 484,ApplyForTrip,2018/03/23 15:21:52.826,G3
Case_ No. 484,ApproveApplication,2018/03/23 15:24:59.826,G3
Case_ No. 484,BookTransport,2018/03/23 16:08:55.826,G4
Case_ No. 484,BookAccomodation,2018/03/23 16:20:39.826,G4
Case_ No. 484,CollectTickets,2018/03/23 16:35:35.826,G4
Case_ No. 484,ArchiveDocuments,2018/03/23 16:57:07.826,G4
Case_ No. 484,DoSomething,2018/03/23 17:08:49.826,G4
Case_ No. 484,DoSomething,2018/03/23 18:25:58.826,G4
Case_ No. 484,DoSomething,2018/03/23 18:42:41.826,G4
Case_ No. 484,DoSomething,2018/03/23 18:49:05.826,G4
Case_ No. 484,DoSomething,2018/03/23 19:11:36.826,G4
Case_ No. 484,DoSomething,2018/03/23 19:14:59.826,G4
Case_ No. 485,ApplyForTrip,2018/03/23 19:24:45.826,G4
Case_ No. 485,ApproveApplication,2018/03/23 19:31:05.826,G3
Case_ No. 485,BookTransport,2018/03/23 20:11:03.826,G4
Case_ No. 485,BookAccomodation,2018/03/23 20:49:40.826,G4
Case_ No. 485,CollectTickets,2018/03/23 20:59:48.826,G4
Case_ No. 485,ArchiveDocuments,2018/03/23 21:07:28.826,G4
Case_ No. 485,DoSomething,2018/03/23 21:15:17.826,G4
Case_ No. 485,DoSomething,2018/03/23 21:39:36.826,G4
Case_ No. 485,DoSomething,2018/03/23 21:42:01.826,G4
Case_ No. 485,DoSomething,2018/03/23 21:53:15.826,G4
Case_ No. 485,DoSomething,2018/03/23 22:20:54.826,G4
Case_ No. 485,DoSomething,2018/03/23 22:24:46.826,G4
Case_ No. 486,ApplyForTrip,2018/03/23 23:36:35.826,G3
Case_ No. 486,ApproveApplication,2018/03/23 23:57:29.826,G3
Case_ No. 486,BookTransport,2018/03/24 00:20:59.826,G3
Case_ No. 486,BookAccomodation,2018/03/24 00:29:25.826,G4
Case_ No. 486,CollectTickets,2018/03/24 00:45:58.826,G4
Case_ No. 486,ArchiveDocuments,2018/03/24 01:03:36.826,G4
Case_ No. 486,DoSomething,2018/03/24 01:31:01.826,G4
Case_ No. 486,DoSomething,2018/03/24 01:54:02.826,G4
Case_ No. 486,DoSomething,2018/03/24 02:36:05.826,G4
Case_ No. 486,DoSomething,2018/03/24 02:44:37.826,G4
Case_ No. 486,DoSomething,2018/03/24 03:08:02.826,G4
Case_ No. 486,DoSomething,2018/03/24 03:13:53.826,G4
Case_ No. 487,ApplyForTrip,2018/03/24 03:21:31.826,G4
Case_ No. 487,ApproveApplication,2018/03/24 03:29:06.826,G4
Case_ No. 487,BookTransport,2018/03/24 04:44:27.826,G3
Case_ No. 487,BookAccomodation,2018/03/24 05:30:15.826,G4
Case_ No. 487,CollectTickets,2018/03/24 05:31:14.826,G4
Case_ No. 487,ArchiveDocuments,2018/03/24 06:17:54.826,G4
Case_ No. 487,DoSomething,2018/03/24 06:18:16.826,G4
Case_ No. 487,DoSomething,2018/03/24 06:23:51.826,G4
Case_ No. 487,DoSomething,2018/03/24 06:40:20.826,G4
Case_ No. 487,DoSomething,2018/03/24 06:41:27.826,G4
Case_ No. 487,DoSomething,2018/03/24 06:41:35.826,G4
Case_ No. 487,DoSomething,2018/03/24 06:54:15.826,G4
Case_ No. 488,ApplyForTrip,2018/03/24 07:28:16.826,G3
Case_ No. 488,ApproveApplication,2018/03/24 07:46:21.826,G4
Case_ No. 488,BookTransport,2018/03/24 08:07:58.826,G3
Case_ No. 488,BookAccomodation,2018/03/24 08:15:49.826,G4
Case_ No. 488,CollectTickets,2018/03/24 09:35:10.826,G4
Case_ No. 488,ArchiveDocuments,2018/03/24 09:52:45.826,G4
Case_ No. 488,DoSomething,2018/03/24 10:22:36.826,G4
Case_ No. 488,DoSomething,2018/03/24 10:23:40.826,G4
Case_ No. 488,DoSomething,2018/03/24 10:35:58.826,G4
Case_ No. 488,DoSomething,2018/03/24 10:44:02.826,G4
Case_ No. 488,DoSomething,2018/03/24 10:46:48.826,G4
Case_ No. 488,DoSomething,2018/03/24 10:54:51.826,G4
Case_ No. 489,ApplyForTrip,2018/03/24 11:57:58.826,G4
Case_ No. 489,ApproveApplication,2018/03/24 11:59:13.826,G3
Case_ No. 489,BookTransport,2018/03/24 12:38:22.826,G3
Case_ No. 489,BookAccomodation,2018/03/24 12:46:50.826,G4
Case_ No. 489,CollectTickets,2018/03/24 13:10:06.826,G4
Case_ No. 489,ArchiveDocuments,2018/03/24 13:21:19.826,G4
Case_ No. 489,DoSomething,2018/03/24 14:05:35.826,G4
Case_ No. 489,DoSomething,2018/03/24 14:25:25.826,G4
Case_ No. 489,DoSomething,2018/03/24 14:28:04.826,G4
Case_ No. 489,DoSomething,2018/03/24 14:34:13.826,G4
Case_ No. 489,DoSomething,2018/03/24 15:06:34.826,G4
Case_ No. 489,DoSomething,2018/03/24 15:19:00.826,G4
Case_ No. 490,ApplyForTrip,2018/03/24 15:26:15.826,G4
Case_ No. 490,ApproveApplication,2018/03/24 15:53:30.826,G3
Case_ No. 490,BookTransport,2018/03/24 15:57:21.826,G3
Case_ No. 490,BookAccomodation,2018/03/24 16:17:45.826,G3
Case_ No. 490,CollectTickets,2018/03/24 16:22:29.826,G4
Case_ No. 490,ArchiveDocuments,2018/03/24 16:30:01.826,G4
Case_ No. 490,DoSomething,2018/03/24 16:48:23.826,G4
Case_ No. 490,DoSomething,2018/03/24 16:53:52.826,G4
Case_ No. 490,DoSomething,2018/03/24 17:00:11.826,G4
Case_ No. 490,DoSomething,2018/03/24 17:06:22.826,G4
Case_ No. 490,DoSomething,2018/03/24 17:32:12.826,G4
Case_ No. 490,DoSomething,2018/03/24 17:38:38.826,G4
Case_ No. 491,ApplyForTrip,2018/03/22 11:29:46.826,G3
Case_ No. 491,ApproveApplication,2018/03/22 11:55:29.826,G1
Case_ No. 491,BookAccomodation,2018/03/22 12:00:21.826,G4
Case_ No. 491,UseTransport,2018/03/22 12:09:43.826,G1
Case_ No. 491,DoSomething,2018/03/22 12:23:05.826,G4
Case_ No. 491,BookTransport,2018/03/22 12:37:01.826,G4
Case_ No. 491,CollectTickets,2018/03/22 12:37:27.826,G1
Case_ No. 491,CollectTickets,2018/03/22 12:43:53.826,G1
Case_ No. 491,CollectTickets,2018/03/22 12:54:34.826,G4
Case_ No. 491,ArchiveDocuments,2018/03/22 13:06:21.826,G4
Case_ No. 491,DoSomething,2018/03/22 13:07:53.826,G4
Case_ No. 491,BookAccomodation,2018/03/22 13:08:48.826,G1
Case_ No. 491,DoSomething,2018/03/22 13:35:59.826,G1
Case_ No. 492,ApplyForTrip,2018/03/22 15:49:26.826,G3
Case_ No. 492,DoSomething,2018/03/22 15:59:31.826,G4
Case_ No. 492,DoSomething,2018/03/22 16:16:01.826,G1
Case_ No. 492,DoSomething,2018/03/22 16:26:45.826,G4
Case_ No. 492,ApproveApplication,2018/03/22 16:43:07.826,G1
Case_ No. 492,BookAccomodation,2018/03/22 17:18:42.826,G4
Case_ No. 492,BookTransport,2018/03/22 17:24:47.826,G4
Case_ No. 492,CollectTickets,2018/03/22 17:44:55.826,G1
Case_ No. 492,DoSomething,2018/03/22 18:14:21.826,G1
Case_ No. 492,DoSomething,2018/03/22 18:17:23.826,G4
Case_ No. 492,ArchiveDocuments,2018/03/22 18:24:03.826,G1
Case_ No. 492,DoSomething,2018/03/22 18:41:15.826,G1
Case_ No. 492,DoSomething,2018/03/22 19:11:20.826,G4
Case_ No. 493,ApplyForTrip,2018/03/22 20:14:06.826,G4
Case_ No. 493,DoSomething,2018/03/22 20:26:40.826,G4
Case_ No. 493,DoSomething,2018/03/22 20:43:54.826,G4
Case_ No. 493,ApproveApplication,2018/03/22 20:58:16.826,G4
Case_ No. 493,BookAccomodation,2018/03/22 21:29:56.826,G4
Case_ No. 493,BookTransport,2018/03/22 21:50:30.826,G4
Case_ No. 493,DoSomething,2018/03/22 22:10:07.826,G4
Case_ No. 493,CollectTickets,2018/03/22 22:18:09.826,G4
Case_ No. 493,DoSomething,2018/03/22 22:31:57.826,G4
Case_ No. 493,CollectTickets,2018/03/22 22:32:35.826,G2
Case_ No. 493,ArchiveDocuments,2018/03/22 22:43:39.826,G2
Case_ No. 493,UseTransport,2018/03/22 22:52:45.826,G4
Case_ No. 493,DoSomething,2018/03/22 22:59:51.826,G4
Case_ No. 494,ApplyForTrip,2018/03/22 23:34:58.826,G1
Case_ No. 494,DoSomething,2018/03/22 23:52:34.826,G1
Case_ No. 494,UseTransport,2018/03/23 00:18:19.826,G4
Case_ No. 494,DoSomething,2018/03/23 00:22:39.826,G1
Case_ No. 494,ApproveApplication,2018/03/23 00:58:43.826,G1
Case_ No. 494,BookAccomodation,2018/03/23 01:40:19.826,G3
Case_ No. 494,BookTransport,2018/03/23 01:48:59.826,G4
Case_ No. 494,BookAccomodation,2018/03/23 02:00:46.826,G1
Case_ No. 494,UseTransport,2018/03/23 02:03:03.826,G1
Case_ No. 494,DoSomething,2018/03/23 02:13:05.826,G1
Case_ No. 494,CollectTickets,2018/03/23 02:26:07.826,G4
Case_ No. 494,CollectTickets,2018/03/23 02:35:19.826,G1
Case_ No. 494,ArchiveDocuments,2018/03/23 02:45:31.826,G4
Case_ No. 495,ApplyForTrip,2018/03/23 03:36:31.826,G4
Case_ No. 495,DoSomething,2018/03/23 03:43:40.826,G1
Case_ No. 495,ApproveApplication,2018/03/23 03:44:14.826,G4
Case_ No. 495,BookTransport,2018/03/23 03:47:13.826,G4
Case_ No. 495,BookAccomodation,2018/03/23 04:11:56.826,G1
Case_ No. 495,CollectTickets,2018/03/23 04:13:40.826,G4
Case_ No. 495,ArchiveDocuments,2018/03/23 04:22:59.826,G1
Case_ No. 495,DoSomething,2018/03/23 05:37:43.826,G4
Case_ No. 495,DoSomething,2018/03/23 05:52:30.826,G4
Case_ No. 495,BookAccomodation,2018/03/23 06:07:47.826,G1
Case_ No. 495,UseTransport,2018/03/23 07:08:16.826,G4
Case_ No. 495,DoSomething,2018/03/23 07:15:01.826,G4
Case_ No. 495,DoSomething,2018/03/23 07:20:19.826,G4
Case_ No. 496,ApplyForTrip,2018/03/23 07:47:11.826,G3
Case_ No. 496,DoSomething,2018/03/23 08:08:10.826,G1
Case_ No. 496,DoSomething,2018/03/23 08:14:49.826,G4
Case_ No. 496,UseTransport,2018/03/23 08:41:30.826,G4
Case_ No. 496,DoSomething,2018/03/23 09:02:43.826,G4
Case_ No. 496,DoSomething,2018/03/23 09:27:12.826,G4
Case_ No. 496,UseTransport,2018/03/23 09:36:01.826,G1
Case_ No. 496,DoSomething,2018/03/23 09:50:15.826,G1
Case_ No. 496,ApproveApplication,2018/03/23 10:00:20.826,G1
Case_ No. 496,BookAccomodation,2018/03/23 10:02:27.826,G4
Case_ No. 496,BookTransport,2018/03/23 10:14:02.826,G4
Case_ No. 496,CollectTickets,2018/03/23 10:48:48.826,G4
Case_ No. 496,ArchiveDocuments,2018/03/23 11:11:36.826,G4
Case_ No. 497,ApplyForTrip,2018/03/23 11:22:25.826,G4
Case_ No. 497,DoSomething,2018/03/23 11:55:18.826,G1
Case_ No. 497,ApproveApplication,2018/03/23 12:03:52.826,G4
Case_ No. 497,BookTransport,2018/03/23 12:54:57.826,G4
Case_ No. 497,BookAccomodation,2018/03/23 12:55:10.826,G4
Case_ No. 497,CollectTickets,2018/03/23 12:58:49.826,G4
Case_ No. 497,ArchiveDocuments,2018/03/23 13:26:30.826,G1
Case_ No. 497,DoSomething,2018/03/23 13:42:10.826,G1
Case_ No. 497,DoSomething,2018/03/23 13:54:25.826,G1
Case_ No. 497,DoSomething,2018/03/23 14:01:56.826,G4
Case_ No. 497,BookAccomodation,2018/03/23 14:18:36.826,G1
Case_ No. 497,UseTransport,2018/03/23 15:08:36.826,G1
Case_ No. 497,DoSomething,2018/03/23 15:18:05.826,G4
Case_ No. 498,ApplyForTrip,2018/03/23 15:43:05.826,G4
Case_ No. 498,DoSomething,2018/03/23 16:01:28.826,G1
Case_ No. 498,ApproveApplication,2018/03/23 16:05:32.826,G4
Case_ No. 498,BookTransport,2018/03/23 16:09:58.826,G4
Case_ No. 498,BookAccomodation,2018/03/23 17:46:43.826,G4
Case_ No. 498,CollectTickets,2018/03/23 17:53:36.826,G4
Case_ No. 498,ArchiveDocuments,2018/03/23 17:53:53.826,G1
Case_ No. 498,DoSomething,2018/03/23 17:58:23.826,G4
Case_ No. 498,DoSomething,2018/03/23 17:58:28.826,G1
Case_ No. 498,DoSomething,2018/03/23 18:20:24.826,G4
Case_ No. 498,BookAccomodation,2018/03/23 18:47:47.826,G1
Case_ No. 498,BookTransport,2018/03/23 18:54:06.826,G4
Case_ No. 498,BookTransport,2018/03/23 19:14:27.826,G4
Case_ No. 499,ApplyForTrip,2018/03/23 19:33:09.826,G4
Case_ No. 499,DoSomething,2018/03/23 20:11:40.826,G1
Case_ No. 499,ApproveApplication,2018/03/23 20:17:03.826,G4
Case_ No. 499,BookTransport,2018/03/23 20:46:49.826,G4
Case_ No. 499,BookAccomodation,2018/03/23 21:35:48.826,G4
Case_ No. 499,CollectTickets,2018/03/23 21:40:34.826,G4
Case_ No. 499,ArchiveDocuments,2018/03/23 21:40:35.826,G1
Case_ No. 499,UseTransport,2018/03/23 21:43:03.826,G1
Case_ No. 499,DoSomething,2018/03/23 22:22:59.826,G4
Case_ No. 499,DoSomething,2018/03/23 22:28:14.826,G4
Case_ No. 499,DoSomething,2018/03/23 22:50:25.826,G4
Case_ No. 499,DoSomething,2018/03/23 22:52:23.826,G1
Case_ No. 499,DoSomething,2018/03/23 23:01:00.826,G4
Case_ No. 500,ApplyForTrip,2018/03/24 00:01:29.826,G4
Case_ No. 500,DoSomething,2018/03/24 00:31:04.826,G1
Case_ No. 500,ApproveApplication,2018/03/24 00:45:37.826,G4
Case_ No. 500,BookAccomodation,2018/03/24 00:52:37.826,G4
Case_ No. 500,BookTransport,2018/03/24 01:05:16.826,G4
Case_ No. 500,CollectTickets,2018/03/24 01:17:13.826,G4
Case_ No. 500,ArchiveDocuments,2018/03/24 01:25:03.826,G4
Case_ No. 500,DoSomething,2018/03/24 01:40:56.826,G4
Case_ No. 500,DoSomething,2018/03/24 02:15:40.826,G4
Case_ No. 500,DoSomething,2018/03/24 02:29:44.826,G4
Case_ No. 500,DoSomething,2018/03/24 02:51:03.826,G4
Case_ No. 500,DoSomething,2018/03/24 03:06:54.826,G4
Case_ No. 500,DoSomething,2018/03/24 03:08:58.826,G4
Case_ No. 501,ApplyForTrip,2018/03/24 03:50:05.826,G4
Case_ No. 501,DoSomething,2018/03/24 04:08:35.826,G4
Case_ No. 501,ApproveApplication,2018/03/24 04:32:50.826,G4
Case_ No. 501,BookAccomodation,2018/03/24 04:35:53.826,G4
Case_ No. 501,BookTransport,2018/03/24 04:58:23.826,G4
Case_ No. 501,CollectTickets,2018/03/24 05:31:15.826,G4
Case_ No. 501,ArchiveDocuments,2018/03/24 05:37:13.826,G4
Case_ No. 501,DoSomething,2018/03/24 06:14:47.826,G4
Case_ No. 501,DoSomething,2018/03/24 06:33:27.826,G4
Case_ No. 501,DoSomething,2018/03/24 06:44:10.826,G4
Case_ No. 501,DoSomething,2018/03/24 06:53:28.826,G4
Case_ No. 501,DoSomething,2018/03/24 07:06:42.826,G4
Case_ No. 501,DoSomething,2018/03/24 07:11:30.826,G4
Case_ No. 502,ApplyForTrip,2018/03/24 07:30:14.826,G3
Case_ No. 502,DoSomething,2018/03/24 08:10:52.826,G4
Case_ No. 502,ApproveApplication,2018/03/24 08:18:58.826,G4
Case_ No. 502,BookAccomodation,2018/03/24 08:20:00.826,G4
Case_ No. 502,BookTransport,2018/03/24 08:21:05.826,G4
Case_ No. 502,CollectTickets,2018/03/24 08:32:14.826,G4
Case_ No. 502,ArchiveDocuments,2018/03/24 08:51:47.826,G4
Case_ No. 502,DoSomething,2018/03/24 08:54:38.826,G4
Case_ No. 502,DoSomething,2018/03/24 09:04:36.826,G4
Case_ No. 502,DoSomething,2018/03/24 09:45:46.826,G4
Case_ No. 502,DoSomething,2018/03/24 09:53:03.826,G4
Case_ No. 502,DoSomething,2018/03/24 10:56:29.826,G4
Case_ No. 502,DoSomething,2018/03/24 11:02:21.826,G4
Case_ No. 503,ApplyForTrip,2018/03/24 11:56:30.826,G3
Case_ No. 503,DoSomething,2018/03/24 12:01:13.826,G3
Case_ No. 503,ApproveApplication,2018/03/24 12:26:54.826,G4
Case_ No. 503,BookAccomodation,2018/03/24 12:39:11.826,G4
Case_ No. 503,BookTransport,2018/03/24 12:55:20.826,G4
Case_ No. 503,CollectTickets,2018/03/24 13:21:04.826,G4
Case_ No. 503,ArchiveDocuments,2018/03/24 13:55:09.826,G4
Case_ No. 503,DoSomething,2018/03/24 14:06:09.826,G4
Case_ No. 503,DoSomething,2018/03/24 14:24:26.826,G4
Case_ No. 503,DoSomething,2018/03/24 14:29:24.826,G4
Case_ No. 503,DoSomething,2018/03/24 14:48:07.826,G4
Case_ No. 503,DoSomething,2018/03/24 15:10:33.826,G4
Case_ No. 503,DoSomething,2018/03/24 15:13:56.826,G4
Case_ No. 504,ApplyForTrip,2018/03/24 15:21:26.826,G4
Case_ No. 504,DoSomething,2018/03/24 15:57:39.826,G3
Case_ No. 504,ApproveApplication,2018/03/24 16:48:06.826,G4
Case_ No. 504,BookAccomodation,2018/03/24 16:55:11.826,G4
Case_ No. 504,BookTransport,2018/03/24 16:57:58.826,G4
Case_ No. 504,CollectTickets,2018/03/24 16:58:35.826,G4
Case_ No. 504,ArchiveDocuments,2018/03/24 17:01:27.826,G4
Case_ No. 504,DoSomething,2018/03/24 17:10:31.826,G4
Case_ No. 504,DoSomething,2018/03/24 17:38:50.826,G4
Case_ No. 504,DoSomething,2018/03/24 17:52:11.826,G4
Case_ No. 504,DoSomething,2018/03/24 18:03:39.826,G4
Case_ No. 504,DoSomething,2018/03/24 18:43:17.826,G4
Case_ No. 504,DoSomething,2018/03/24 18:48:25.826,G4
Case_ No. 505,ApplyForTrip,2018/03/22 11:28:00.826,G4
Case_ No. 505,ApproveApplication,2018/03/22 11:46:31.826,G3
Case_ No. 505,DoSomething,2018/03/22 11:53:34.826,G3
Case_ No. 505,BookAccomodation,2018/03/22 12:08:13.826,G3
Case_ No. 505,BookTransport,2018/03/22 12:29:48.826,G3
Case_ No. 505,CollectTickets,2018/03/22 12:52:14.826,G3
Case_ No. 505,CollectTickets,2018/03/22 13:08:21.826,G2
Case_ No. 505,DoSomething,2018/03/22 14:10:59.826,G3
Case_ No. 505,CollectTickets,2018/03/22 14:22:45.826,G4
Case_ No. 505,BookAccomodation,2018/03/22 14:23:07.826,G3
Case_ No. 505,DoSomething,2018/03/22 14:35:40.826,G3
Case_ No. 505,CollectTickets,2018/03/22 14:46:42.826,G2
Case_ No. 505,ArchiveDocuments,2018/03/22 15:12:36.826,G3
Case_ No. 506,ApplyForTrip,2018/03/22 15:25:04.826,G3
Case_ No. 506,ApproveApplication,2018/03/22 15:51:06.826,G3
Case_ No. 506,BookAccomodation,2018/03/22 15:58:33.826,G3
Case_ No. 506,BookTransport,2018/03/22 16:51:15.826,G3
Case_ No. 506,UseTransport,2018/03/22 17:10:03.826,G3
Case_ No. 506,DoSomething,2018/03/22 17:12:07.826,G3
Case_ No. 506,DoSomething,2018/03/22 17:19:52.826,G3
Case_ No. 506,DoSomething,2018/03/22 17:24:14.826,G3
Case_ No. 506,DoSomething,2018/03/22 17:32:26.826,G3
Case_ No. 506,CollectTickets,2018/03/22 17:40:24.826,G3
Case_ No. 506,ArchiveDocuments,2018/03/22 17:46:48.826,G3
Case_ No. 506,UseTransport,2018/03/22 18:08:51.826,G3
Case_ No. 506,DoSomething,2018/03/22 18:12:10.826,G3
Case_ No. 507,ApplyForTrip,2018/03/22 19:24:12.826,G3
Case_ No. 507,UseTransport,2018/03/22 21:01:07.826,G3
Case_ No. 507,DoSomething,2018/03/22 21:13:14.826,G3
Case_ No. 507,ApproveApplication,2018/03/22 21:22:16.826,G3
Case_ No. 507,BookAccomodation,2018/03/22 21:29:56.826,G3
Case_ No. 507,DoSomething,2018/03/22 22:26:50.826,G4
Case_ No. 507,BookAccomodation,2018/03/22 22:32:27.826,G3
Case_ No. 507,DoSomething,2018/03/22 22:49:16.826,G3
Case_ No. 507,DoSomething,2018/03/22 23:01:26.826,G3
Case_ No. 507,BookTransport,2018/03/22 23:07:37.826,G3
Case_ No. 507,CollectTickets,2018/03/22 23:13:22.826,G3
Case_ No. 507,ArchiveDocuments,2018/03/22 23:19:25.826,G3
Case_ No. 507,DoSomething,2018/03/22 23:19:50.826,G3
Case_ No. 508,ApplyForTrip,2018/03/22 23:30:31.826,G3
Case_ No. 508,ApproveApplication,2018/03/23 00:10:54.826,G3
Case_ No. 508,BookTransport,2018/03/23 00:35:10.826,G3
Case_ No. 508,BookAccomodation,2018/03/23 00:44:38.826,G3
Case_ No. 508,DoSomething,2018/03/23 00:47:26.826,G3
Case_ No. 508,DoSomething,2018/03/23 01:03:57.826,G3
Case_ No. 508,DoSomething,2018/03/23 01:26:37.826,G4
Case_ No. 508,CollectTickets,2018/03/23 01:27:35.826,G4
Case_ No. 508,CollectTickets,2018/03/23 01:49:21.826,G3
Case_ No. 508,BookTransport,2018/03/23 01:54:51.826,G3
Case_ No. 508,DoSomething,2018/03/23 02:16:46.826,G3
Case_ No. 508,CollectTickets,2018/03/23 02:49:32.826,G3
Case_ No. 508,ArchiveDocuments,2018/03/23 03:02:52.826,G3
Case_ No. 509,ApplyForTrip,2018/03/23 03:31:40.826,G4
Case_ No. 509,DoSomething,2018/03/23 03:48:52.826,G4
Case_ No. 509,ApproveApplication,2018/03/23 03:57:36.826,G3
Case_ No. 509,BookAccomodation,2018/03/23 04:41:52.826,G3
Case_ No. 509,UseTransport,2018/03/23 04:57:23.826,G1
Case_ No. 509,DoSomething,2018/03/23 04:59:43.826,G3
Case_ No. 509,UseTransport,2018/03/23 05:11:00.826,G3
Case_ No. 509,DoSomething,2018/03/23 05:50:49.826,G3
Case_ No. 509,BookAccomodation,2018/03/23 05:55:21.826,G3
Case_ No. 509,BookTransport,2018/03/23 06:05:01.826,G3
Case_ No. 509,DoSomething,2018/03/23 06:12:16.826,G3
Case_ No. 509,CollectTickets,2018/03/23 06:15:35.826,G3
Case_ No. 509,ArchiveDocuments,2018/03/23 06:54:25.826,G3
Case_ No. 510,ApplyForTrip,2018/03/23 07:37:12.826,G3
Case_ No. 510,ApproveApplication,2018/03/23 07:43:48.826,G3
Case_ No. 510,BookTransport,2018/03/23 07:45:53.826,G3
Case_ No. 510,BookAccomodation,2018/03/23 08:25:55.826,G3
Case_ No. 510,CollectTickets,2018/03/23 09:11:18.826,G3
Case_ No. 510,ArchiveDocuments,2018/03/23 09:19:26.826,G3
Case_ No. 510,DoSomething,2018/03/23 09:19:40.826,G3
Case_ No. 510,UseTransport,2018/03/23 09:26:25.826,G3
Case_ No. 510,DoSomething,2018/03/23 09:28:27.826,G3
Case_ No. 510,DoSomething,2018/03/23 09:33:49.826,G3
Case_ No. 510,DoSomething,2018/03/23 09:49:14.826,G3
Case_ No. 510,DoSomething,2018/03/23 09:49:29.826,G3
Case_ No. 510,DoSomething,2018/03/23 10:17:05.826,G3
Case_ No. 511,ApplyForTrip,2018/03/23 11:56:20.826,G3
Case_ No. 511,ApproveApplication,2018/03/23 12:08:08.826,G3
Case_ No. 511,BookAccomodation,2018/03/23 12:15:20.826,G3
Case_ No. 511,BookTransport,2018/03/23 12:37:47.826,G3
Case_ No. 511,CollectTickets,2018/03/23 12:44:40.826,G3
Case_ No. 511,ArchiveDocuments,2018/03/23 13:28:31.826,G3
Case_ No. 511,DoSomething,2018/03/23 13:29:18.826,G3
Case_ No. 511,DoSomething,2018/03/23 13:38:59.826,G3
Case_ No. 511,DoSomething,2018/03/23 13:56:12.826,G3
Case_ No. 511,DoSomething,2018/03/23 14:07:47.826,G3
Case_ No. 511,DoSomething,2018/03/23 14:11:42.826,G3
Case_ No. 511,DoSomething,2018/03/23 14:43:03.826,G3
Case_ No. 511,DoSomething,2018/03/23 14:44:28.826,G3
Case_ No. 512,ApplyForTrip,2018/03/23 15:50:38.826,G3
Case_ No. 512,ApproveApplication,2018/03/23 16:20:02.826,G3
Case_ No. 512,BookTransport,2018/03/23 16:37:54.826,G3
Case_ No. 512,BookAccomodation,2018/03/23 17:00:12.826,G3
Case_ No. 512,CollectTickets,2018/03/23 17:11:46.826,G3
Case_ No. 512,ArchiveDocuments,2018/03/23 17:20:42.826,G3
Case_ No. 512,DoSomething,2018/03/23 17:49:16.826,G3
Case_ No. 512,DoSomething,2018/03/23 17:56:16.826,G3
Case_ No. 512,DoSomething,2018/03/23 17:59:13.826,G3
Case_ No. 512,DoSomething,2018/03/23 18:20:15.826,G3
Case_ No. 512,DoSomething,2018/03/23 19:00:17.826,G3
Case_ No. 512,DoSomething,2018/03/23 19:03:34.826,G3
Case_ No. 512,DoSomething,2018/03/23 19:11:19.826,G3
Case_ No. 513,ApplyForTrip,2018/03/23 19:55:51.826,G3
Case_ No. 513,ApproveApplication,2018/03/23 20:33:15.826,G3
Case_ No. 513,BookAccomodation,2018/03/23 20:36:08.826,G3
Case_ No. 513,BookTransport,2018/03/23 20:37:50.826,G3
Case_ No. 513,CollectTickets,2018/03/23 20:43:12.826,G3
Case_ No. 513,ArchiveDocuments,2018/03/23 20:58:53.826,G3
Case_ No. 513,DoSomething,2018/03/23 21:29:21.826,G3
Case_ No. 513,DoSomething,2018/03/23 21:32:12.826,G3
